GrLivAreaT,OverallQualT,FinBsmtCode,UnFinBsmtCode,GarageCode,1stFlrSFT,2ndFlrCode,GarageCars,Fireplaces,LotAreaT,YearBuiltT,ExterQualCode,KitchenQualCode,YearRemodAddT,BathTot,MSZoningCode,CentralAirCode,PorchCode,HeatingQCCode,PavedDriveCode,OverallCondT,SaleConditionCode,MSVnrCode,BldgTypeCode,NeighborhoodCode,SalePriceT
6.944982054496703,3.1712590920901276,1,0,1,5.437326274711708,0,1,0,10.367626564735144,4.782809351928464e+70,3,3,1.0732546910617748e+130,1.0,1,1,0,5,3,2.9826464867881346,1,0,1,1,7.7151093208477395
7.387133347317358,3.841730900535225,1,0,1,5.322894498514705,1,2,0,11.15112762628029,6.733746895374534e+70,3,3,2.0056538310524433e+130,2.0,1,1,1,4,3,2.6499091367264223,1,0,1,2,7.846995878276036
7.158295436078596,3.841730900535225,0,1,1,5.339928391376203,0,2,1,10.081450146132708,3.340710748156104e+70,3,3,7.74223330151567e+129,1.0,0,1,0,3,3,2.6499091367264223,1,0,1,1,7.6732456108473
6.783896371516634,3.1712590920901276,1,0,1,5.339928391376203,0,2,0,10.487770717561178,4.6257359520530684e+70,2,3,1.0097098193765235e+130,1.0,0,0,0,3,3,2.2826704976907357,1,0,0,1,7.656955391346221
7.618661866526775,5.714824144454206,1,0,1,5.832573261129267,0,3,1,12.934425965401315,5.647599321192394e+70,4,4,1.6410488399420404e+130,0.5,1,1,1,4,3,2.2826704976907357,1,0,1,2,8.142786748814142
7.307350508272934,3.1712590920901276,1,0,1,5.652319177694268,0,2,1,10.25887328637798,4.23057696393332e+70,3,3,8.576593099631049e+129,1.0,1,1,1,3,3,2.2826704976907357,1,0,1,1,7.724496345028302
7.355238621095687,3.841730900535225,1,0,1,5.68031183432091,0,2,1,10.733067171514287,4.6775385645051954e+70,3,3,1.0304726825453543e+130,2.0,1,1,1,4,3,2.2826704976907357,1,1,1,1,7.854669891932587
7.559587880013144,5.109622481434867,1,0,1,5.455102283767593,1,2,0,8.961947201949252,6.882763353648274e+70,4,4,2.1296647816370256e+130,2.5,0,1,0,5,3,2.2826704976907357,0,1,0,2,7.836885473721466
7.548310745504555,4.486345942929873,0,1,1,5.372567886692487,1,2,0,10.914703474559083,7.269196581796607e+70,4,4,2.3066987551344394e+130,2.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.887821087497188
8.100860145931208,6.3044092768130975,0,1,1,5.680731740732772,1,3,1,11.132717302897841,7.429494659631955e+70,5,4,2.4005167914741425e+130,3.5,1,1,1,5,3,2.2826704976907357,0,1,1,3,8.190830411326152
6.737705560329467,3.1712590920901276,1,0,1,5.311789534087249,0,1,0,10.271104191538809,5.1123580362974583e+70,3,3,1.2122553276091565e+130,1.0,1,1,0,5,3,2.9826464867881346,1,0,1,2,7.708395119502558
7.14248397115782,3.841730900535225,1,0,1,5.55520270856615,0,2,0,11.070921911856077,7.269196581796607e+70,3,4,2.3066987551344394e+130,1.5,1,1,1,5,3,2.2826704976907357,0,0,1,2,7.802262426647062
7.1000147779557174,3.1712590920901276,0,1,1,5.125879881703206,1,1,0,10.271104191538809,2.8499975662795934e+70,3,2,1.9659034644758073e+130,1.0,0,0,1,3,1,2.9826464867881346,1,0,1,1,7.622105061145031
7.3148644875729705,5.109622481434867,1,0,1,5.656717835587079,0,2,1,10.123598214738877,7.429494659631955e+70,4,4,2.4005167914741425e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,0,3,7.899508965109616
7.542325449262039,4.486345942929873,0,1,1,5.4020971767191455,1,2,0,10.749470081583157,2.8826327569146644e+70,3,3,7.74223330151567e+129,2.0,0,1,1,4,3,2.6499091367264223,1,0,1,1,7.754179935083592
7.720482552768315,4.486345942929873,1,0,1,5.499589490220343,1,2,0,10.623226766093724,6.733746895374534e+70,3,4,2.0461874397467888e+130,2.5,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.930700375736146
7.9212732202694776,5.109622481434867,0,1,1,5.54727935825392,1,3,1,10.653752257306182,7.269196581796607e+70,4,4,2.3531519596740046e+130,2.5,1,1,1,5,3,2.2826704976907357,1,1,1,3,8.070474108240383
7.804335744735576,4.486345942929873,1,0,1,5.938166815096824,0,2,1,11.64374226612646,5.00017255624825e+70,3,3,1.7083758740765517e+130,2.0,1,1,0,3,3,2.2826704976907357,1,1,1,1,7.853583468851493
7.393395409506922,4.486345942929873,1,0,1,5.7025468303756055,0,2,0,10.796286459346632,7.190290505203273e+70,4,4,2.26114007366036e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.9419441634538686
6.693458184978762,2.468309071083941,0,1,1,5.284746126882663,0,1,0,9.682487082850955,3.781806251540401e+70,3,3,7.74223330151567e+129,1.0,0,1,0,3,3,2.6499091367264223,1,0,1,1,7.525756465439121
7.840919883082172,4.486345942929873,1,0,1,5.627028731884995,1,2,1,11.310359428613697,4.136942593986777e+70,4,3,8.232827995930223e+129,2.0,1,1,1,3,3,1.8691435290791347,1,0,1,2,7.94023720086269
7.81175715684789,4.486345942929873,1,0,1,5.942358049952065,0,2,2,11.129641807361528,5.169347546472028e+70,3,3,1.2370682788335748e+130,2.0,1,1,0,5,3,2.6499091367264223,1,1,1,1,7.971349359771916
6.819652113229563,2.468309071083941,1,0,1,5.361645766710701,0,2,0,10.342811459596618,5.710267853183379e+70,3,3,2.4005167914741425e+130,1.0,1,1,0,3,3,2.6499091367264223,1,0,1,1,7.72294815120879
7.5471164652036995,4.486345942929873,0,1,1,5.390325863193953,1,2,1,10.728571831718732,6.807866055825795e+70,3,3,2.0461874397467888e+130,2.5,1,1,1,4,3,2.2826704976907357,1,1,1,2,7.864304194536733
7.076689420427007,3.1712590920901276,1,0,1,5.516121125700999,0,2,0,10.736363301166362,4.183509803100718e+70,3,3,2.26114007366036e+130,1.0,1,1,0,4,3,2.9826464867881346,1,1,1,1,7.7679014618542475
7.477285996228555,1.7223480202298196,0,1,1,5.357958867304493,1,1,0,9.98259796903502,2.6920408909103032e+70,4,3,7.74223330151567e+129,2.0,0,0,1,4,3,2.6499091367264223,1,0,1,1,7.647212593904137
6.979783330751161,2.468309071083941,1,0,1,5.062230426865971,1,1,0,8.317265173523934,5.169347546472028e+70,3,3,1.2370682788335748e+130,1.0,0,1,1,3,3,2.2826704976907357,1,0,0,1,7.579224066070807
6.941759094565477,2.468309071083941,1,0,1,5.435388682647311,0,1,0,10.48824346859603,4.278149184175321e+70,3,3,8.753684184064953e+129,1.0,1,1,0,5,3,2.9826464867881346,1,0,1,1,7.741852836933793
7.2491758395869255,3.1712590920901276,1,0,1,5.508200128026646,1,1,0,10.513224996063137,3.9114304656527526e+70,3,3,2.1726394206434652e+130,1.0,0,1,0,3,3,2.2826704976907357,1,0,1,1,7.7151093208477395
7.576565799002735,2.468309071083941,0,1,0,5.808435464376401,0,0,0,10.8104661817361,4.8903386540066427e+70,3,3,1.117766642496191e+130,2.0,1,0,0,3,3,2.2826704976907357,1,0,0,1,7.744058165245879
7.2043220345680865,3.1712590920901276,0,1,1,5.227524438051002,1,2,0,10.767614112090172,2.5424596899535474e+70,3,3,1.4542199051914334e+130,1.5,0,1,1,4,3,2.6499091367264223,1,0,1,1,7.656955391346221
7.7736245711553265,3.841730900535225,1,0,1,5.56765427100462,1,1,1,11.06344462633491,4.8903386540066427e+70,3,4,1.117766642496191e+130,2.5,1,1,1,3,3,2.6499091367264223,1,1,1,1,7.8818320870511105
7.289857297083243,3.841730900535225,1,0,1,5.6420694463951335,0,2,0,9.651441254085691,6.807866055825795e+70,3,3,2.0461874397467888e+130,2.0,0,1,1,5,3,2.2826704976907357,1,1,0,1,7.790816879832618
7.450074846629504,5.109622481434867,1,0,1,5.735462452441,0,3,1,10.737153208552808,7.510903191006062e+70,3,4,2.448810673005678e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.97291384107974
7.056678822048714,3.1712590920901276,0,1,1,5.50419799157566,0,2,0,10.552428641957341,4.473592556178885e+70,3,3,9.498386213003271e+129,1.5,1,1,0,4,3,2.2826704976907357,1,1,1,1,7.713521609103481
7.389921189363407,4.486345942929873,0,1,1,5.330699019505047,1,2,1,10.49688198156058,6.587812255873244e+70,3,3,1.9659034644758073e+130,2.5,1,1,1,4,3,2.2826704976907357,1,1,1,2,7.827656945148455
7.897732648009649,5.109622481434867,0,1,1,5.625641232390376,1,2,1,11.350473063423003,6.304946606492475e+70,4,4,1.8144433768126171e+130,2.5,1,1,1,5,3,2.2826704976907357,1,1,1,3,7.995588377574005
7.4481033998287245,3.841730900535225,0,1,1,5.229370773574007,1,2,1,10.94518056478802,7.348928557879467e+70,4,4,2.3531519596740046e+130,2.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.840286871186119
7.199308478871253,3.841730900535225,0,1,1,5.158971388582555,1,2,0,9.481542211744063,7.67628115146691e+70,4,4,2.5482569011812896e+130,2.5,0,1,1,5,3,2.2826704976907357,0,1,0,2,7.81818929355715
7.425492493388896,1.7223480202298196,0,1,0,5.473556196618621,0,0,0,10.487455460166661,2.6920408909103032e+70,2,2,1.4838489253358175e+130,1.0,0,0,1,3,1,0.8021451189573607,0,0,1,1,7.55098307337414
6.981855110334519,2.468309071083941,1,0,0,5.45946161797018,0,0,0,10.422909106446511,6.515981591847801e+70,3,3,1.926921586291818e+130,1.0,1,1,0,5,3,2.2826704976907357,1,0,1,2,7.704177469953676
7.032337579469129,2.468309071083941,0,0,1,5.489671182315777,0,2,0,10.271104191538809,4.0001903335608845e+70,3,3,7.74223330151567e+129,1.0,1,1,1,3,3,2.2826704976907357,1,0,1,1,7.656585276185772
7.208481416297811,3.1712590920901276,1,0,1,5.594218324862112,0,2,0,10.492176772501322,4.523768438374339e+70,3,3,9.694005347017278e+129,1.0,1,1,0,3,3,1.3891069319113027,0,1,1,1,7.612244665531794
6.954590745985526,3.1712590920901276,1,0,1,5.443100183737757,0,2,0,11.100437673316762,2.8826327569146644e+70,3,3,2.4005167914741425e+130,1.0,1,1,1,5,3,2.9826464867881346,1,0,1,2,7.815783603321368
7.842715455002875,3.841730900535225,1,0,1,5.606327895870731,1,2,1,10.271104191538809,2.5424596899535474e+70,3,3,2.0461874397467888e+130,2.0,0,0,1,5,3,2.6499091367264223,1,0,0,1,7.736356411111639
7.586964795702223,3.841730900535225,1,0,1,5.404149794114888,1,2,0,10.617786206978531,6.733746895374534e+70,3,4,2.0056538310524433e+130,2.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.903796015531187
7.387133347317358,3.841730900535225,1,0,1,5.22567229630847,1,2,1,10.677862087132576,6.44489869395798e+70,5,3,1.8512056289984049e+130,2.5,1,1,1,4,3,3.2884448254358487,1,1,1,2,7.864304194536733
7.466358428090211,4.486345942929873,1,0,1,5.744893954444082,0,2,0,10.744765887749923,6.882763353648274e+70,4,4,2.0875193199320117e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.920902528156904
6.950331300555048,2.468309071083941,1,0,1,5.44054115814202,0,1,0,10.828205547093969,4.72989448982118e+70,3,3,1.0516516001276103e+130,1.0,1,1,0,3,2,2.2826704976907357,1,1,1,1,7.5958738179719845
6.8074625911985995,3.1712590920901276,1,0,1,5.354248395984231,0,1,0,10.791232213075144,2.8499975662795934e+70,3,3,7.74223330151567e+129,1.0,1,0,1,2,3,2.2826704976907357,0,0,1,1,7.541089309930242
7.2001457698692475,2.468309071083941,1,0,0,5.589300825604188,0,0,0,10.61534532976564,4.423948023948185e+70,3,3,9.30661773170893e+129,1.5,1,1,0,2,3,2.2826704976907357,1,0,1,1,7.721237681616445
7.480478043228205,3.841730900535225,1,0,1,5.753063098969022,0,2,2,10.78844452073325,5.4034264227334504e+70,3,4,2.1726394206434652e+130,2.0,1,1,1,4,3,2.9826464867881346,1,1,1,2,7.904269218500491
7.555447495588761,3.841730900535225,0,1,1,5.451339175114862,1,2,1,10.598864871125933,5.902279808094536e+70,4,4,1.5763113341682138e+130,2.5,1,1,1,3,3,2.2826704976907357,1,1,1,2,7.849205022311302
7.431526218580638,3.1712590920901276,0,0,1,5.724705494230312,0,2,0,10.237108662689174,5.524225640899385e+70,3,3,1.3966822327957331e+130,2.0,1,1,0,3,3,2.2826704976907357,0,0,0,2,7.688737777073794
7.200982380039537,4.486345942929873,0,1,1,5.5897945060899765,0,3,0,10.762712702716707,7.67628115146691e+70,3,4,2.5482569011812896e+130,2.0,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.89254178408804
7.605196635811803,4.486345942929873,1,0,1,5.5897945060899765,1,1,2,10.370375429388645,3.2292115906963434e+70,3,3,7.74223330151567e+129,1.5,0,1,1,5,3,1.8691435290791347,1,1,1,1,7.829986036491202
7.699052961685575,5.109622481434867,0,1,1,5.497271215013297,1,2,1,10.623226766093724,7.190290505203273e+70,4,4,2.3066987551344394e+130,2.5,0,1,1,5,3,2.2826704976907357,1,1,1,2,7.98063441644744
7.039211407251345,2.468309071083941,0,1,1,5.4937760640375055,0,1,0,10.813210091157474,1.906044907238213e+70,3,3,1.926921586291818e+130,1.0,0,1,0,4,1,2.9826464867881346,1,0,1,1,7.618027569830114
6.749449423843579,3.1712590920901276,1,0,1,5.31895267773245,0,1,0,10.029621555177657,3.9114304656527526e+70,3,3,7.74223330151567e+129,1.0,0,1,0,5,3,2.2826704976907357,0,0,1,1,7.67501292102341
7.419423202809472,3.1712590920901276,0,1,0,5.463788074583027,1,0,0,10.492176772501322,2.817715135009419e+70,3,2,2.3531519596740046e+130,2.0,0,0,1,3,1,2.9826464867881346,1,0,1,1,7.67501292102341
7.619776065989839,3.841730900535225,1,0,1,5.833211144055557,0,2,1,10.926928458118372,5.4034264227334504e+70,3,3,1.3413663418505624e+130,2.0,1,1,1,5,3,2.6499091367264223,1,1,1,2,7.874717173170761
7.625882718812007,3.841730900535225,1,0,1,5.584838187928082,1,1,0,10.644496228451116,4.183509803100718e+70,3,3,1.2122553276091565e+130,2.0,1,1,0,4,3,1.8691435290791347,1,0,1,1,7.745229008302388
7.358831671145529,4.486345942929873,1,0,1,5.306964768045851,1,2,1,10.36900168376853,6.958446562683047e+70,3,3,2.1296647816370256e+130,2.5,1,1,0,5,3,2.2826704976907357,1,0,1,2,7.853583468851493
8.010023572600115,4.486345942929873,1,0,1,5.616773404422634,1,3,1,10.705066048651464,7.510903191006062e+70,4,5,2.448810673005678e+130,2.5,1,1,1,5,3,2.2826704976907357,0,1,1,2,8.141797332879936
7.828262559988155,3.841730900535225,1,0,1,5.951671412333616,0,2,2,11.717635608969726,4.136942593986777e+70,3,4,8.232827995930223e+129,2.0,1,1,1,3,3,2.2826704976907357,0,1,1,2,7.926279990758392
7.855640676953937,3.841730900535225,1,0,1,5.68491354642805,1,1,1,10.281946349695218,3.781806251540401e+70,3,4,2.2164591236718975e+130,2.5,1,1,0,5,3,3.2884448254358487,1,0,1,2,7.994855505977542
7.378724237962333,3.841730900535225,1,0,1,5.269450612716543,1,2,1,9.219826795733695,6.882763353648274e+70,3,3,2.0875193199320117e+130,2.5,0,1,1,4,3,2.2826704976907357,1,1,0,2,7.844773245352421
7.0823359413525635,3.1712590920901276,1,0,1,5.519482431369865,0,1,1,10.911340135217422,4.574481082303567e+70,3,3,9.893550430675034e+129,1.0,1,1,1,3,3,2.2826704976907357,1,1,1,1,7.751316069131163
7.112849557272152,3.1712590920901276,0,1,1,5.5376230684179415,0,2,0,10.497821100791652,7.429494659631955e+70,3,3,2.448810673005678e+130,1.5,1,1,1,4,3,2.2826704976907357,0,0,1,1,7.794671785234901
8.193323391216989,4.486345942929873,1,0,1,5.78493345881431,1,3,2,10.996909049612366,6.23606279590303e+70,3,4,1.7430418232814636e+130,3.0,1,1,0,4,3,2.2826704976907357,1,0,1,2,8.074004067761168
7.377316017598922,3.841730900535225,0,1,1,5.268589039445354,1,2,1,10.486035909548335,7.348928557879467e+70,4,4,2.4005167914741425e+130,2.5,1,1,1,5,3,2.2826704976907357,0,0,1,2,7.81696436646102
6.979783330751161,3.841730900535225,1,0,1,5.45821946985207,0,2,2,11.746982296664868,4.944964615103809e+70,3,3,1.14069252322299e+130,1.0,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.853583468851493
7.111025793926261,2.468309071083941,0,1,1,5.3053476087323075,1,1,0,10.042764364881787,3.5347503806484383e+70,3,3,7.74223330151567e+129,1.0,0,1,1,4,2,2.2826704976907357,1,0,1,1,7.618027569830114
