GrLivAreaT,OverallQualT,FinBsmtCode,UnFinBsmtCode,GarageCode,1stFlrSFT,2ndFlrCode,GarageCars,Fireplaces,LotAreaT,YearBuiltT,ExterQualCode,KitchenQualCode,YearRemodAddT,BathTot,MSZoningCode,CentralAirCode,PorchCode,HeatingQCCode,PavedDriveCode,OverallCondT,SaleConditionCode,MSVnrCode,BldgTypeCode,NeighborhoodCode,SalePriceT,NeighbKitchenInt,NeighbBathInt,Neighb1stFlrSFInt,NeighbMSVnrInt,NeighbExtQuInt,NeighbPorchInt
7.202653562327286,3.1712590920901276,0,1,1,5.590780574958336,0,1,0,10.499072266242754,4.782809351928464e+70,3,4,2.4005167914741425e+130,1.5,1,1,1,4,3,2.6499091367264223,1,0,1,1,7.779936438064981,4.0,1.5,5.590780574958336,0.0,3.0,1.0
7.2076508840284506,5.109622481434867,0,1,1,5.593728496848938,0,2,0,10.843894454001392,7.510903191006062e+70,4,4,2.448810673005678e+130,2.0,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.853365794060801,8.0,4.0,11.187456993697875,0.0,8.0,2.0
7.5363051719783964,3.1712590920901276,1,0,1,5.785281317519115,0,2,1,10.781960547497032,4.423948023948185e+70,3,4,9.30661773170893e+129,1.5,1,1,1,4,3,2.2826704976907357,1,0,1,1,7.820579278150487,4.0,1.5,5.785281317519115,0.0,3.0,1.0
7.448760968219748,5.714824144454206,1,0,1,5.734700965783188,0,2,1,10.291795171081032,7.348928557879467e+70,5,5,2.3531519596740046e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,0,3,8.020324345047909,15.0,6.0,17.204102897349564,3.0,15.0,3.0
7.912508349688448,5.109622481434867,0,1,1,5.541397816440811,1,3,1,11.106307242451392,7.269196581796607e+70,4,4,2.3531519596740046e+130,3.5,1,1,1,5,3,2.2826704976907357,1,1,1,3,8.060882037273752,12.0,10.5,16.624193449322433,3.0,12.0,3.0
7.087017809137878,3.1712590920901276,0,1,1,5.522268449155383,0,2,0,10.820542130531537,6.515981591847801e+70,3,3,1.926921586291818e+130,1.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.768176262306444,6.0,3.0,11.044536898310765,0.0,6.0,2.0
7.258707616977209,3.1712590920901276,1,0,1,5.623785894993862,0,2,1,10.49719509233571,4.183509803100718e+70,3,3,1.7430418232814636e+130,1.0,1,1,0,4,3,2.6499091367264223,1,1,1,1,7.789522884981542,3.0,1.0,5.623785894993862,1.0,3.0,0.0
7.048952133008859,3.1712590920901276,1,0,1,5.499589490220343,0,1,0,10.39823908555608,4.136942593986777e+70,3,4,2.448810673005678e+130,1.0,1,1,1,3,3,2.9826464867881346,0,0,1,1,7.653237820181018,4.0,1.0,5.499589490220343,0.0,3.0,1.0
7.137159010766785,2.468309071083941,0,0,0,5.5520466289860355,0,0,0,10.038397479041887,4.23057696393332e+70,3,2,8.576593099631049e+129,2.0,1,0,0,3,1,2.2826704976907357,0,0,0,1,7.536045648019811,2.0,2.0,5.5520466289860355,0.0,3.0,0.0
7.2798366996938055,3.841730900535225,1,0,1,5.636192271115094,0,2,1,10.516779200465669,4.72989448982118e+70,3,3,1.0516516001276103e+130,2.0,1,1,1,5,3,2.2826704976907357,0,1,1,1,7.807237080298769,3.0,2.0,5.636192271115094,1.0,3.0,1.0
7.282930365057072,3.1712590920901276,1,0,1,5.638007189699943,0,1,2,11.420499585598108,4.423948023948185e+70,3,3,9.30661773170893e+129,1.5,1,1,1,4,2,2.6499091367264223,1,0,1,2,7.8311450364685955,6.0,3.0,11.276014379399886,0.0,6.0,2.0
6.8658558992947105,3.1712590920901276,1,0,1,5.389625910072138,0,2,0,10.595078510883146,5.773599647720513e+70,3,4,1.514066218275756e+130,1.0,1,1,0,4,3,2.9826464867881346,1,0,1,2,7.7654190238326,8.0,2.0,10.779251820144276,0.0,6.0,0.0
6.926583543312273,3.1712590920901276,1,0,1,5.426259303586887,0,1,0,10.597992015320022,5.285150468139282e+70,3,3,1.4251679936199694e+130,1.0,1,1,0,3,3,2.6499091367264223,1,0,1,2,7.72526803778696,6.0,2.0,10.852518607173774,0.0,6.0,0.0
7.135377880686991,3.1712590920901276,1,0,1,5.5509906899130845,0,1,0,10.402102071507812,4.423948023948185e+70,3,3,9.30661773170893e+129,1.0,1,1,0,5,3,2.6499091367264223,1,0,1,1,7.757021844718299,3.0,1.0,5.5509906899130845,0.0,3.0,0.0
7.567233292296475,5.714824144454206,1,0,1,5.803074275242095,0,2,1,10.353104186929846,7.348928557879467e+70,5,5,2.3531519596740046e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,0,3,8.073886977868366,15.0,6.0,17.409222825726285,3.0,15.0,3.0
7.77697622949862,4.486345942929873,1,0,1,5.718071487523216,1,2,1,11.044785656131188,7.190290505203273e+70,4,4,2.26114007366036e+130,1.5,1,1,1,5,3,2.2826704976907357,0,0,1,1,7.9645200686709705,4.0,1.5,5.718071487523216,0.0,4.0,1.0
7.509389774985143,5.109622481434867,1,0,1,5.769764485173982,0,3,0,10.849611096562453,7.429494659631955e+70,4,4,2.4005167914741425e+130,2.0,0,1,1,5,3,2.2826704976907357,1,0,1,2,7.980175892096388,8.0,4.0,11.539528970347964,0.0,8.0,2.0
7.37449378486539,2.468309071083941,0,1,0,5.275446420782704,1,0,0,9.638585682274616,2.8499975662795934e+70,3,3,2.498051350774359e+130,2.0,0,1,1,4,1,2.2826704976907357,0,0,0,1,7.667893365334923,3.0,2.0,5.275446420782704,0.0,3.0,1.0
6.944982054496703,3.1712590920901276,1,0,1,5.437326274711708,0,1,0,10.367626564735144,4.782809351928464e+70,3,3,1.0732546910617748e+130,1.0,1,1,0,5,3,2.9826464867881346,1,0,1,1,7.7151093208477395,3.0,1.0,5.437326274711708,0.0,3.0,0.0
7.387133347317358,3.841730900535225,1,0,1,5.322894498514705,1,2,0,11.15112762628029,6.733746895374534e+70,3,3,2.0056538310524433e+130,2.0,1,1,1,4,3,2.6499091367264223,1,0,1,2,7.846995878276036,6.0,4.0,10.64578899702941,0.0,6.0,2.0
7.158295436078596,3.841730900535225,0,1,1,5.339928391376203,0,2,1,10.081450146132708,3.340710748156104e+70,3,3,7.74223330151567e+129,1.0,0,1,0,3,3,2.6499091367264223,1,0,1,1,7.6732456108473,3.0,1.0,5.339928391376203,0.0,3.0,0.0
6.783896371516634,3.1712590920901276,1,0,1,5.339928391376203,0,2,0,10.487770717561178,4.6257359520530684e+70,2,3,1.0097098193765235e+130,1.0,0,0,0,3,3,2.2826704976907357,1,0,0,1,7.656955391346221,3.0,1.0,5.339928391376203,0.0,2.0,0.0
7.618661866526775,5.714824144454206,1,0,1,5.832573261129267,0,3,1,12.934425965401315,5.647599321192394e+70,4,4,1.6410488399420404e+130,0.5,1,1,1,4,3,2.2826704976907357,1,0,1,2,8.142786748814142,8.0,1.0,11.665146522258533,0.0,8.0,2.0
7.307350508272934,3.1712590920901276,1,0,1,5.652319177694268,0,2,1,10.25887328637798,4.23057696393332e+70,3,3,8.576593099631049e+129,1.0,1,1,1,3,3,2.2826704976907357,1,0,1,1,7.724496345028302,3.0,1.0,5.652319177694268,0.0,3.0,1.0
7.355238621095687,3.841730900535225,1,0,1,5.68031183432091,0,2,1,10.733067171514287,4.6775385645051954e+70,3,3,1.0304726825453543e+130,2.0,1,1,1,4,3,2.2826704976907357,1,1,1,1,7.854669891932587,3.0,2.0,5.68031183432091,1.0,3.0,1.0
7.559587880013144,5.109622481434867,1,0,1,5.455102283767593,1,2,0,8.961947201949252,6.882763353648274e+70,4,4,2.1296647816370256e+130,2.5,0,1,0,5,3,2.2826704976907357,0,1,0,2,7.836885473721466,8.0,5.0,10.910204567535185,2.0,8.0,0.0
7.548310745504555,4.486345942929873,0,1,1,5.372567886692487,1,2,0,10.914703474559083,7.269196581796607e+70,4,4,2.3066987551344394e+130,2.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.887821087497188,8.0,5.0,10.745135773384973,0.0,8.0,2.0
8.100860145931208,6.3044092768130975,0,1,1,5.680731740732772,1,3,1,11.132717302897841,7.429494659631955e+70,5,4,2.4005167914741425e+130,3.5,1,1,1,5,3,2.2826704976907357,0,1,1,3,8.190830411326152,12.0,10.5,17.042195222198316,3.0,15.0,3.0
6.737705560329467,3.1712590920901276,1,0,1,5.311789534087249,0,1,0,10.271104191538809,5.1123580362974583e+70,3,3,1.2122553276091565e+130,1.0,1,1,0,5,3,2.9826464867881346,1,0,1,2,7.708395119502558,6.0,2.0,10.623579068174498,0.0,6.0,0.0
7.14248397115782,3.841730900535225,1,0,1,5.55520270856615,0,2,0,11.070921911856077,7.269196581796607e+70,3,4,2.3066987551344394e+130,1.5,1,1,1,5,3,2.2826704976907357,0,0,1,2,7.802262426647062,8.0,3.0,11.1104054171323,0.0,6.0,2.0
7.1000147779557174,3.1712590920901276,0,1,1,5.125879881703206,1,1,0,10.271104191538809,2.8499975662795934e+70,3,2,1.9659034644758073e+130,1.0,0,0,1,3,1,2.9826464867881346,1,0,1,1,7.622105061145031,2.0,1.0,5.125879881703206,0.0,3.0,1.0
7.3148644875729705,5.109622481434867,1,0,1,5.656717835587079,0,2,1,10.123598214738877,7.429494659631955e+70,4,4,2.4005167914741425e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,0,3,7.899508965109616,12.0,6.0,16.970153506761235,3.0,12.0,3.0
7.542325449262039,4.486345942929873,0,1,1,5.4020971767191455,1,2,0,10.749470081583157,2.8826327569146644e+70,3,3,7.74223330151567e+129,2.0,0,1,1,4,3,2.6499091367264223,1,0,1,1,7.754179935083592,3.0,2.0,5.4020971767191455,0.0,3.0,1.0
7.720482552768315,4.486345942929873,1,0,1,5.499589490220343,1,2,0,10.623226766093724,6.733746895374534e+70,3,4,2.0461874397467888e+130,2.5,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.930700375736146,8.0,5.0,10.999178980440686,2.0,6.0,2.0
7.9212732202694776,5.109622481434867,0,1,1,5.54727935825392,1,3,1,10.653752257306182,7.269196581796607e+70,4,4,2.3531519596740046e+130,2.5,1,1,1,5,3,2.2826704976907357,1,1,1,3,8.070474108240383,12.0,7.5,16.64183807476176,3.0,12.0,3.0
7.804335744735576,4.486345942929873,1,0,1,5.938166815096824,0,2,1,11.64374226612646,5.00017255624825e+70,3,3,1.7083758740765517e+130,2.0,1,1,0,3,3,2.2826704976907357,1,1,1,1,7.853583468851493,3.0,2.0,5.938166815096824,1.0,3.0,0.0
7.393395409506922,4.486345942929873,1,0,1,5.7025468303756055,0,2,0,10.796286459346632,7.190290505203273e+70,4,4,2.26114007366036e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.9419441634538686,8.0,4.0,11.405093660751211,2.0,8.0,2.0
6.693458184978762,2.468309071083941,0,1,1,5.284746126882663,0,1,0,9.682487082850955,3.781806251540401e+70,3,3,7.74223330151567e+129,1.0,0,1,0,3,3,2.6499091367264223,1,0,1,1,7.525756465439121,3.0,1.0,5.284746126882663,0.0,3.0,0.0
7.840919883082172,4.486345942929873,1,0,1,5.627028731884995,1,2,1,11.310359428613697,4.136942593986777e+70,4,3,8.232827995930223e+129,2.0,1,1,1,3,3,1.8691435290791347,1,0,1,2,7.94023720086269,6.0,4.0,11.25405746376999,0.0,8.0,2.0
7.81175715684789,4.486345942929873,1,0,1,5.942358049952065,0,2,2,11.129641807361528,5.169347546472028e+70,3,3,1.2370682788335748e+130,2.0,1,1,0,5,3,2.6499091367264223,1,1,1,1,7.971349359771916,3.0,2.0,5.942358049952065,1.0,3.0,0.0
6.819652113229563,2.468309071083941,1,0,1,5.361645766710701,0,2,0,10.342811459596618,5.710267853183379e+70,3,3,2.4005167914741425e+130,1.0,1,1,0,3,3,2.6499091367264223,1,0,1,1,7.72294815120879,3.0,1.0,5.361645766710701,0.0,3.0,0.0
7.5471164652036995,4.486345942929873,0,1,1,5.390325863193953,1,2,1,10.728571831718732,6.807866055825795e+70,3,3,2.0461874397467888e+130,2.5,1,1,1,4,3,2.2826704976907357,1,1,1,2,7.864304194536733,6.0,5.0,10.780651726387905,2.0,6.0,2.0
7.076689420427007,3.1712590920901276,1,0,1,5.516121125700999,0,2,0,10.736363301166362,4.183509803100718e+70,3,3,2.26114007366036e+130,1.0,1,1,0,4,3,2.9826464867881346,1,1,1,1,7.7679014618542475,3.0,1.0,5.516121125700999,1.0,3.0,0.0
7.477285996228555,1.7223480202298196,0,1,1,5.357958867304493,1,1,0,9.98259796903502,2.6920408909103032e+70,4,3,7.74223330151567e+129,2.0,0,0,1,4,3,2.6499091367264223,1,0,1,1,7.647212593904137,3.0,2.0,5.357958867304493,0.0,4.0,1.0
6.979783330751161,2.468309071083941,1,0,1,5.062230426865971,1,1,0,8.317265173523934,5.169347546472028e+70,3,3,1.2370682788335748e+130,1.0,0,1,1,3,3,2.2826704976907357,1,0,0,1,7.579224066070807,3.0,1.0,5.062230426865971,0.0,3.0,1.0
6.941759094565477,2.468309071083941,1,0,1,5.435388682647311,0,1,0,10.48824346859603,4.278149184175321e+70,3,3,8.753684184064953e+129,1.0,1,1,0,5,3,2.9826464867881346,1,0,1,1,7.741852836933793,3.0,1.0,5.435388682647311,0.0,3.0,0.0
7.2491758395869255,3.1712590920901276,1,0,1,5.508200128026646,1,1,0,10.513224996063137,3.9114304656527526e+70,3,3,2.1726394206434652e+130,1.0,0,1,0,3,3,2.2826704976907357,1,0,1,1,7.7151093208477395,3.0,1.0,5.508200128026646,0.0,3.0,0.0
7.576565799002735,2.468309071083941,0,1,0,5.808435464376401,0,0,0,10.8104661817361,4.8903386540066427e+70,3,3,1.117766642496191e+130,2.0,1,0,0,3,3,2.2826704976907357,1,0,0,1,7.744058165245879,3.0,2.0,5.808435464376401,0.0,3.0,0.0
7.2043220345680865,3.1712590920901276,0,1,1,5.227524438051002,1,2,0,10.767614112090172,2.5424596899535474e+70,3,3,1.4542199051914334e+130,1.5,0,1,1,4,3,2.6499091367264223,1,0,1,1,7.656955391346221,3.0,1.5,5.227524438051002,0.0,3.0,1.0
7.7736245711553265,3.841730900535225,1,0,1,5.56765427100462,1,1,1,11.06344462633491,4.8903386540066427e+70,3,4,1.117766642496191e+130,2.5,1,1,1,3,3,2.6499091367264223,1,1,1,1,7.8818320870511105,4.0,2.5,5.56765427100462,1.0,3.0,1.0
7.289857297083243,3.841730900535225,1,0,1,5.6420694463951335,0,2,0,9.651441254085691,6.807866055825795e+70,3,3,2.0461874397467888e+130,2.0,0,1,1,5,3,2.2826704976907357,1,1,0,1,7.790816879832618,3.0,2.0,5.6420694463951335,1.0,3.0,1.0
7.450074846629504,5.109622481434867,1,0,1,5.735462452441,0,3,1,10.737153208552808,7.510903191006062e+70,3,4,2.448810673005678e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.97291384107974,8.0,4.0,11.470924904882,2.0,6.0,2.0
7.056678822048714,3.1712590920901276,0,1,1,5.50419799157566,0,2,0,10.552428641957341,4.473592556178885e+70,3,3,9.498386213003271e+129,1.5,1,1,0,4,3,2.2826704976907357,1,1,1,1,7.713521609103481,3.0,1.5,5.50419799157566,1.0,3.0,0.0
7.389921189363407,4.486345942929873,0,1,1,5.330699019505047,1,2,1,10.49688198156058,6.587812255873244e+70,3,3,1.9659034644758073e+130,2.5,1,1,1,4,3,2.2826704976907357,1,1,1,2,7.827656945148455,6.0,5.0,10.661398039010095,2.0,6.0,2.0
7.897732648009649,5.109622481434867,0,1,1,5.625641232390376,1,2,1,11.350473063423003,6.304946606492475e+70,4,4,1.8144433768126171e+130,2.5,1,1,1,5,3,2.2826704976907357,1,1,1,3,7.995588377574005,12.0,7.5,16.87692369717113,3.0,12.0,3.0
7.4481033998287245,3.841730900535225,0,1,1,5.229370773574007,1,2,1,10.94518056478802,7.348928557879467e+70,4,4,2.3531519596740046e+130,2.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.840286871186119,8.0,5.0,10.458741547148014,0.0,8.0,2.0
7.199308478871253,3.841730900535225,0,1,1,5.158971388582555,1,2,0,9.481542211744063,7.67628115146691e+70,4,4,2.5482569011812896e+130,2.5,0,1,1,5,3,2.2826704976907357,0,1,0,2,7.81818929355715,8.0,5.0,10.31794277716511,2.0,8.0,2.0
7.425492493388896,1.7223480202298196,0,1,0,5.473556196618621,0,0,0,10.487455460166661,2.6920408909103032e+70,2,2,1.4838489253358175e+130,1.0,0,0,1,3,1,0.8021451189573607,0,0,1,1,7.55098307337414,2.0,1.0,5.473556196618621,0.0,2.0,1.0
6.981855110334519,2.468309071083941,1,0,0,5.45946161797018,0,0,0,10.422909106446511,6.515981591847801e+70,3,3,1.926921586291818e+130,1.0,1,1,0,5,3,2.2826704976907357,1,0,1,2,7.704177469953676,6.0,2.0,10.91892323594036,0.0,6.0,0.0
7.032337579469129,2.468309071083941,0,0,1,5.489671182315777,0,2,0,10.271104191538809,4.0001903335608845e+70,3,3,7.74223330151567e+129,1.0,1,1,1,3,3,2.2826704976907357,1,0,1,1,7.656585276185772,3.0,1.0,5.489671182315777,0.0,3.0,1.0
7.208481416297811,3.1712590920901276,1,0,1,5.594218324862112,0,2,0,10.492176772501322,4.523768438374339e+70,3,3,9.694005347017278e+129,1.0,1,1,0,3,3,1.3891069319113027,0,1,1,1,7.612244665531794,3.0,1.0,5.594218324862112,1.0,3.0,0.0
6.954590745985526,3.1712590920901276,1,0,1,5.443100183737757,0,2,0,11.100437673316762,2.8826327569146644e+70,3,3,2.4005167914741425e+130,1.0,1,1,1,5,3,2.9826464867881346,1,0,1,2,7.815783603321368,6.0,2.0,10.886200367475514,0.0,6.0,2.0
7.842715455002875,3.841730900535225,1,0,1,5.606327895870731,1,2,1,10.271104191538809,2.5424596899535474e+70,3,3,2.0461874397467888e+130,2.0,0,0,1,5,3,2.6499091367264223,1,0,0,1,7.736356411111639,3.0,2.0,5.606327895870731,0.0,3.0,1.0
7.586964795702223,3.841730900535225,1,0,1,5.404149794114888,1,2,0,10.617786206978531,6.733746895374534e+70,3,4,2.0056538310524433e+130,2.5,1,1,1,5,3,2.2826704976907357,1,0,1,2,7.903796015531187,8.0,5.0,10.808299588229776,0.0,6.0,2.0
7.387133347317358,3.841730900535225,1,0,1,5.22567229630847,1,2,1,10.677862087132576,6.44489869395798e+70,5,3,1.8512056289984049e+130,2.5,1,1,1,4,3,3.2884448254358487,1,1,1,2,7.864304194536733,6.0,5.0,10.45134459261694,2.0,10.0,2.0
7.466358428090211,4.486345942929873,1,0,1,5.744893954444082,0,2,0,10.744765887749923,6.882763353648274e+70,4,4,2.0875193199320117e+130,2.0,1,1,1,5,3,2.2826704976907357,1,1,1,2,7.920902528156904,8.0,4.0,11.489787908888164,2.0,8.0,2.0
